id,ttm_ason,mcap,ev,pe,pbv,divyield,eps,book_value,roa_ttm,roe_ttm,roce_ttm,ebit_ttm,ebitda_ttm,ev_sales_ttm,ev_ebitda_ttm,net_income_margin_ttm,gross_income_margin_ttm,asset_turnover_ttm,current_ratio_ttm,debt_equity_ttm,sales_total_assets_ttm,net_debt_ebitda_ttm,ebitda_margin_ttm,total_share_holders_equity_ttm,short_term_debt_ttm,long_term_debt_ttm,shares_outstanding,eps_diluted,net_sales,net_profit,annual_dividend,cogs,peg_ratio_ttm,dividend_payout_ttm,company_id
34316,202409,7.19,9.2768,2.15,0,0,11.01,-25.9845395,143.16239316239316,-84.8617,-198.575,3.3699999999999997,3.38,0,2.7446153846153845,0,0,0,0.3451,-0.5695,0,0.6183431952662721,0,-3.9399999999999995,0,2.25,3035000,11.01,0,3.3499999999999996,0,0.17,-0.002243754415259136,0,4947
34317,202409,46.85,132.975,21.32,1.17,0,2.02,36.9238971,1.5388919977616113,5.4663,9.1489,12.17,12.18,8.936491935483872,10.917487684729064,14.784946236559138,15.053763440860218,0.10408505875769444,1.6414,2.2978,0.10408505875769444,7.111658456486043,81.85483870967742,40.17,0,92.31,10880000,2.02,14.879999999999999,2.1999999999999997,0,0.98,-0.425004520305211,0,4961
34318,202409,33.06,31.75943,27.67,0.7,0,0.03,1.186216,2.395851957804398,2.8226,3.1471,1.48,1.5699999999999998,6.630361169102296,20.228936305732486,27.97494780793319,32.35908141962421,0.08564276774539603,1.6952,0.002,0.08564276774539603,-0.5732484076433122,32.77661795407098,47.25,0,0.1,398296000,0.03,4.79,1.3399999999999999,0,0.47000000000000003,-0.07691220013293854,0,4963
34319,202409,76.32,133.7116,11.44,1.83,0,8.86,55.3585657,5.176876617773943,15.8381,12.7509,12.809999999999999,14.97,0.9547418779007497,8.931970607882432,4.712602641913602,7.104605498036416,1.0985175307867285,3.0165,1.4113,1.0985175307867285,3.7307949231796926,10.689039628704034,41.69,39.04,19.79,7530500,8.86,140.05,6.6,0,114.44,0.13987566548284566,0,4985
34320,202409,6.1,12.1308,0,0,0,0,-179.5871661,-89.40397350993378,27.7557,-115.842,-1.35,-1.35,5.722075471698113,-8.985777777777777,-63.67924528301887,-63.67924528301887,1.403973509933775,4.2769,-1.2381,1.403973509933775,-4.466666666666667,-63.67924528301887,-4.880000000000001,0,6.04,271780,0,2.12,-1.35,0,2.33,0,0,4995
34321,202409,61.85,65.6344,31.63,7.22,0,3.13,13.7047233,5.798394290811774,22.8413,23.2313,3.2700000000000005,3.3699999999999997,0.985057781779979,19.476083086053414,2.9266096352994144,4.427435089299115,1.981266726137377,1.5326,0.6437,1.981266726137377,1.456973293768546,5.057781779978988,8.56,0.31,5.21,6248240,3.13,66.63,1.9499999999999997,0,0.54,0.4236245142002991,0,4997
34323,202409,610.07,614.2109,21.5,5.8,0.39,9.05,33.5314283,4.089304894890286,26.9789,36.9269,14.740000000000002,17.49,4.963721512849523,35.1178330474557,4.307418781315661,13.447551317278164,0.9493632039281878,4.4231,0.0562,0.9493632039281878,0.23670668953687826,14.134475513172779,105.15,2.44,3.47,31357850,9.05,123.74000000000001,5.329999999999999,2.352,60.050000000000004,0.6371215506647299,0.08287292817679558,5040
34324,202409,33.1,34.0916,0,17.66,0,0,3.7905562,-10.784313725490197,-17.236,-7.5303,-0.23,-0.23,142.04833333333335,-148.22434782608696,-137.50000000000003,-137.50000000000003,0.0784313725490196,0.5646,0.5154,0.0784313725490196,-4.304347826086956,-95.83333333333334,1.9600000000000004,1.01,0,4943760,0,0.24,-0.33,0,0.16,0,0,5074
34325,202409,4.66,6.8637,44.37,0.64,0,0.35,24.096,1.142263759086189,1.447,3.4793,0.35,0.32,11.633389830508472,21.4490625,18.64406779661017,27.118644067796605,0.0612668743509865,0.4336,0.3103,0.0612668743509865,6.875,54.23728813559321,7.23,0,2.24,3000100,0.35,0.5900000000000001,0.11000000000000001,0,0.15,-0.6016271186440678,0,5084
34332,202409,1215.6,1326.145,0,12.11,0,0,1.8057779,-1.962640099626401,-7.8503,5.1853,13.620000000000003,25.87,1.6042788188185766,51.26188635485118,-0.9532680885039255,1.3984491247595658,2.058854296388543,1.2704,1.6149,2.058854296388543,5.175879396984926,3.1295742956340806,100.42,79.15,83.01,556082495,0,826.63,-7.88,0,658.86,0,0,5128
34333,202409,131.32,118.1267,19.22,1.68,0,12.63,144.7871023,8.6139487955606,10.897,10.8758,6.970000000000001,8.59,0.45274884059637427,13.751653084982538,2.6177609137250397,3.2348319343835046,3.2905788876276953,4.0939,0.0231,3.2905788876276953,-1.5355064027939467,3.2923230232647276,62.71,0.1,1.35,5408700,12.63,260.90999999999997,6.83,0,178.03,-3.094731192414355,0,5147
34334,202409,131.78,203.9223,21.06,2.75,0.49,5.8,44.3535972,2.70060396893874,13.076,18.1554,22.490000000000002,27.09,0.5377981433619917,7.5275858250276855,1.6509309562740653,3.800305923308192,1.6358067299396029,1.7879,1.5886,1.6358067299396029,2.6629752676264307,7.144364154227545,47.84,50.56,25.45,10788010,5.8,379.17999999999995,6.26,0.6467999999999999,283.26000000000005,-1.971910112359548,0.10344827586206896,5156
34335,202409,106.41,173.812,28.49,2.06,0,8.98,123.9137019,2.871439568899153,7.2486,8.8622,9.98,12.440000000000001,0.9858876914350538,13.972025723472669,2.1157118547929663,4.049914917753828,1.357197844495766,7.255,1.1862,1.357197844495766,4.90032154340836,7.056154282473058,51.55,45.47,15.68,4161000,8.98,176.3,3.73,0,53.73,0.24839954301290784,0,5166
34336,202409,36.75,38.6345,0,0,0,0,-0.5579901,-1482.3529411764705,689.3337,786.0707,-2.87,-2.87,0,-13.461498257839722,0,0,0,0.2827,0,0,0.017421602787456445,0,-0.3700000000000001,0,0,6066700,0,0,-2.52,0,0.01,0,0,5174
34337,202409,7.96,6.7613,66.08,1.01,0,0.13,8.4714489,1.5094339622641508,1.5743,1.6013,0.12999999999999998,0.13999999999999999,0.7132172995780591,48.29500000000001,1.2658227848101267,1.4767932489451474,1.1924528301886792,34.823,0.007,1.1924528301886792,-8.5,1.4767932489451474,7.85,0,0.06,9267600,0.13,9.48,0.12,0,0.16,0.32830704260340354,0,5175
34340,202409,453.34,448.5106,25.35,1.39,0,0.94,17.167138,5.29541771032857,5.5019,6.8923,22.779999999999998,23,2.9383556079664572,19.500460869565217,11.772798742138367,14.60953878406709,0.4498010903197288,7.5713,0.0126,0.4498010903197288,-0.20999999999999996,15.068134171907758,326.59000000000003,0,4.11,190238329,0.94,152.64,17.970000000000002,0,1.26,-0.36494331993360446,0,5190
34343,202409,49.44,101.361,0,1.2,0,0,28.9602748,-3.059311161551366,-7.5142,5.5327,5.23,5.34,8.56089527027027,18.981460674157304,-26.182432432432428,-24.74662162162162,0.11684594887989737,6.9412,1.2724,0.11684594887989737,9.808988764044944,45.10135135135135,41.36,0,52.63,14281755,0,11.84,-3.0999999999999996,0,2.71,0,0,5238
34344,202409,5.5,21.2759,0,3.78,0,0,4.8503333,-0.926402470406588,-12.9063,5.0677,0.88,0.89,2.9881882022471915,23.90550561797753,-2.52808988764045,-0.4213483146067417,0.3664436438497169,9.4456,10.9447,0.3664436438497169,17.730337078651683,12.500000000000004,1.46,0,15.93,3000000,0,7.119999999999999,-0.18000000000000002,0,0.51,0,0,5261
34345,202409,15.58,14.9105,18.99,0.38,0,1.64,82.0294,1.8960674157303372,1.9937,2.9479,1.2400000000000002,1.2400000000000002,57.348076923076924,12.024596774193547,311.53846153846155,476.923076923077,0.006086142322097378,99.5987,0,0.006086142322097378,-0.2096774193548387,476.923076923077,41.01,0,0,5000000,1.64,0.26,0.81,0,0.6399999999999999,-2.1363750000000006,0,5290
34346,202409,8.13,4.2352,21.04,1.67,0,1.28,16.1360927,7.196969696969696,7.8466,10.6078,0.51,0.6000000000000001,0,7.0586666666666655,0,0,0,11.6735,0,0,-6.4833333333333325,0,4.87,0,0,3021600,1.28,0,0.38,0,0.08,0.5528528528528529,0,5299
34347,202409,292.38,527.2709,48.82,2.92,0,3.42,57.1457598,0.9744393301341692,5.9918,6.9257,21.65,33.589999999999996,4.219855142056823,15.697258112533493,3.185274109643858,13.637454981992796,0.30592008618156885,2.2826,2.3576,0.30592008618156885,6.409348020244121,26.882753101240496,100.08,60.63,175.32,17512752,3.42,124.94999999999999,3.980000000000001,0,67.03999999999999,-0.39335188527914833,0,5323
34350,202409,34.75,35.7481,54.66,2.2,0,1.63,40.5151282,3.031738512553292,4.0333,2.5994,0.45999999999999996,0.64,4.811318977119784,55.85640625,8.613728129205919,8.209959623149393,0.3519658929417338,5.6839,0.1431,0.3519658929417338,1.5624999999999996,8.613728129205922,15.8,2.26,0,3900000,1.63,7.430000000000001,0.6399999999999999,0,2.95,-0.2607781525047298,0,5360
34351,202409,271.64,267.7151,179.85,9.21,0,0.53,10.3499208,2.561078348778433,5.1365,7.7648,2.53,3,2.326743438206153,89.23836666666666,1.32104988701547,2.181470537111072,1.9386689132266217,2.0041,0.0116,1.9386689132266217,0.02,2.607335303320007,29.5,0.34,0,28497880,0.53,115.06,1.52,0,0.53,-2.603377563329312,0,5378
34352,202409,7.21,7.157,38.68,0.93,0,0.37,15.3065476,2.316602316602316,2.4423,5.2486,0.4,0.3999999999999999,0,17.892500000000005,0,0,0,149.3996,0,0,-0.12500000000000003,0,7.71,0,0,5043700,0.37,0,0.17999999999999997,0,0.12000000000000001,-2.5386634844868734,0,5397
34353,202409,39.31,68.0838,6.11,1.72,0,9.03,32.1696629,10.212505733068339,29.1463,23.3293,12.839999999999998,15.02,0.98202509736045,4.532876165113183,9.635078609548536,16.169046588778304,1.0599296743617184,3.7541,1.4034,1.0599296743617184,2.007323568575233,21.66450310111063,22.9,24.2,7.94,7118330,9.03,69.33,6.68,0,26.840000000000003,1.3450923539518962,0,5411
34357,202409,34.34,52.2516,18.48,1.51,0,4.6,56.1319307,3.6773428232502967,8.1866,10.1145,4.109999999999999,5.2700000000000005,0.719421726559273,9.914914611005692,2.5609252375051628,4.8740190004130515,1.4359430604982208,3.471,0.7933,1.4359430604982208,3.358633776091082,7.255954839597963,22.68,10.99,7,4040000,4.6,72.63000000000001,1.8599999999999999,0,46.26,0.7474267100977194,0,5730
34360,202409,332.63,311.85,0,7.67,0,0,14.350977,-0.2772826302238067,-0.2751,-0.2746,-0.14,-0.14,0,-2227.5,0,0,0,400.6326,0.0004,0,148.42857142857142,0,50.28,0,0.02,30225625,0,0,-0.14,0,0.25,0,0,5806
34361,202409,104.63,155.4963,0,0,0,0,-2.6330938,-3.0385375494071156,3.1517,-6.3668,-1.2200000000000002,-1.11,1.1850948860605135,-140.08675675675673,-0.9374285496532276,-0.8535934761070041,3.241353754940712,1.5593,-1.4875,3.241353754940712,-50.26126126126126,-0.8459721057846201,-39.25,0.09,58.29,149049000,0,131.21,-1.2300000000000002,0,121.93999999999998,0,0,5885
34363,202409,4.85,4.92175,0,15.39,0,0,0.4211631,-772,-1850.0687,-1500.575,-5.79,-5.79,0,-0.8500431778929188,0,0,0,0.0085,0.2329,0,-0.012089810017271158,0,0.3200000000000003,0,0.07,7478100,0,0,-5.79,0,0,0,0,5931
34364,202409,30.49,32.2619,2.83,1.22,0,8.17,18.8680303,19.700292397660817,43.312,24.7823,8.61,8.62,3.7689135514018686,3.7426798143851507,125.93457943925233,100.70093457943923,0.1564327485380117,2.2534,0.0748,0.1564327485380117,0.20649651972157776,100.70093457943923,24.91,1.01,0.86,13200000,8.17,8.56,10.78,0,0.42999999999999994,-0.015489666056647807,0,5940
34367,202409,9,7.8548,29.99,0.73,0,0.8,33.0621333,2.2573363431151243,2.4253,2.9213,0.37,0.45000000000000007,0.3283779264214047,17.45511111111111,1.2541806020066888,1.8812709030100336,1.7998495109104593,24.3145,0,1.7998495109104593,-2.555555555555555,1.8812709030100336,12.4,0,0,3750400,0.8,23.92,0.3,0,1.7,-1.1996000000000002,0,5968
34368,202409,7.87,7.662,82.8,0.77,0,0.25,26.7931579,0.8704061895551257,0.936,1.2636,0.13,0.21000000000000002,10.791549295774649,36.48571428571428,12.676056338028168,28.169014084507044,0.06866537717601547,-2445.9167,0,0.06866537717601547,-0.9999999999999999,29.5774647887324,10.18,0,0,3800000,0.25,0.71,0.09,0,0.29000000000000004,-0.9559024390243902,0,5972
34369,202409,69.25,72.2495,46.46,2.95,0,4.96,78.0132977,3.492733239568683,6.5528,10.0703,2.95,6.369999999999999,1.614153261840929,11.342150706436422,3.3288650580875783,13.42716711349419,1.0492264416315051,1.3588,0.2859,1.0492264416315051,0.32967032967032966,14.231456657730114,22.720000000000002,6.5,0,3005030,4.96,44.760000000000005,1.49,0,29.78,-0.6350400266844564,0,5984
34376,202409,51.02,114.823,16.46,0.79,0,0.13,2.7066799,3.1451110649782024,15.2737,7.9428,6.6499999999999995,8.01,0.8539565670087758,14.334956304619226,2.253458277554663,4.127621597501116,1.3956819597259706,6.2163,3.2145,1.3956819597259706,7.96629213483146,5.957161981258366,19.869999999999997,21.13,42.75,238430766,0.13,134.46,3.0300000000000002,0,141.28000000000003,-0.8913565397905473,0,6038
34379,202409,190.75,191.8119,0,14.54,0,0.07,9.1038502,6.451612903225806,-16.7793,27.1828,0.20999999999999994,0.21,182.678,913.3900000000001,9.523809523809524,16.190476190476186,0.6774193548387097,1.9576,-2.2812,0.6774193548387097,5.047619047619048,20,-0.5900000000000001,1,0.35,14415000,0.07,1.05,0.1,0,0.61,0,0,6087
34382,202409,69.24,101.9589,16.36,0.82,0,2.87,56.979322,2.925513520990387,5.0414,7.4667,8.48,10.95,0.46193774918448716,9.311315068493151,1.9164552374048571,3.2439289597680316,1.5265232727021232,3.7435,0.3524,1.5265232727021232,2.689497716894977,4.961036607466473,84.04,24.81,4.81,14750000,2.87,220.72,4.23,0,145.61,0.5199032815198615,0,6118
34385,202409,79.66,76.7081,22.06,2.31,0,1.16,11.0799698,9.254498714652957,10.4594,13.1986,4.8,5.71,0.8985369567763852,13.43399299474606,4.2169380344383285,6.477685369567765,2.1946015424164522,23.5194,0.0589,2.1946015424164522,-0.5166374781085815,6.688532271289681,34.5,2.03,0,31130500,1.16,85.36999999999999,3.6000000000000005,0,69.17,1.5374856638729606,0,6135
34388,202409,21.22,22.2781,0,18.18,0,0,2.474605,-10.131852879944482,-125.0407,-48.7904,-1.1300000000000001,-1.05,5.611612090680101,-21.21723809523809,-36.775818639798494,-32.7455919395466,0.2755031228313671,0.9625,0.9837,0.2755031228313671,-1.0095238095238095,-26.448362720403022,1.17,0.06,1.09,4715500,0,3.9699999999999998,-1.46,0,0.33,0,0,6230
34389,202409,10.43,19.3385,0,1.8,0,0,18.1243562,-1.3555787278415017,-4.3382,6.3234,0.96,1.31,0.5252172732210755,14.762213740458014,-0.7061379684953829,0.5160239000543184,1.9197080291970803,4.3884,1.6244,1.9197080291970803,7.183206106870228,3.5578489951113528,5.800000000000001,8.4,1.03,3203700,0,36.82,-0.26,0,3.67,0,0,6265
34390,202409,10.48,25.9809,0,0.91,0,0,37.5078176,-1.7029328287606436,-4.7877,0.0407,0.029999999999999916,1.41,1.6248217636022513,18.426170212765957,-3.377110694183865,4.940587867417136,0.5042573320719016,1.2864,1.3043,0.5042573320719016,10.609929078014185,8.818011257035646,11.51,6.74,8.28,3070000,0,15.99,-0.54,0,5.24,0,0,6270
34393,202409,28.41,47.905,28.18,0.55,0,1.44,74.4,1.1574074074074074,1.9326,5.4085,4.640000000000001,5.03,5.032037815126051,9.523856858846917,10.504201680672269,18.27731092436975,0.11018518518518518,19.4178,0.6411,0.11018518518518518,3.874751491053678,52.83613445378151,52.08,0,33.39,7000000,1.44,9.52,1,0,2.94,-1.4555785123966938,0,6310
34398,202409,7.54,18.715,0,3.55,0,0,0.3835006,-0.8765522279035792,-5.9626,-2.5766,-0.33999999999999997,-0.22,20.342391304347824,-85.06818181818181,-13.043478260869565,-23.913043478260867,0.06720233747260775,59.6665,5.3252,0.06720233747260775,-51.227272727272734,-23.913043478260867,2.12,10.8,0.51,55408000,0,0.92,-0.12,0,0.5700000000000001,0,0,6358
34399,202409,3.19,3.4387,0,32.42,0,0,0.2396594,-16.417910447761194,-113.9535,-21.8266,-0.11,-0.11,14.95086956521739,-31.260909090909088,-47.826086956521735,-47.826086956521735,0.34328358208955223,1.7513,4.2548,0.34328358208955223,-2.272727272727273,-47.826086956521735,0.10000000000000053,0.4,0,4106100,0,0.23,-0.11,0,0.07,0,0,6382
34400,202409,16.94,17.67,0,1.66,0,0,13.5772304,-3.8759689922480614,-3.97,-3.8671,-0.39,-0.39,12.186206896551726,-45.307692307692314,-27.586206896551722,-26.896551724137936,0.14050387596899225,85.3062,0,0.14050387596899225,0.41025641025641024,-26.896551724137936,10.2,0,0,7509900,0,1.45,-0.39999999999999997,0,0.060000000000000005,0,0,6440
34406,202409,16.23,16.1961,8.4,1.71,0,3.51,17.2250909,20.42105263157895,20.4058,25.6842,2.43,2.43,67.48375,6.665061728395062,808.3333333333333,1012.5,0.025263157894736845,265.8576,0,0.025263157894736845,-0.012345679012345678,1012.5,9.47,0,0,5500000,3.51,0.24000000000000002,1.94,0,0.11,-0.05950607960123859,0,6498
34407,202409,8.43,10.9676,0,0,0,0,-3.1222127,-950,14.5784,136.9582,-0.18,-0.16999999999999998,0,-64.51529411764706,0,0,0,0.2861,-0.8117,0,-12.294117647058826,0,-2.59,2.1,0,8300277,0,0,-0.38,0,0.03,0,0,6503
34408,202409,34.68,NULL,0,6.38,0,0,9.0392679,-12.543153049482164,-20.1341,-11.8655,-0.9799999999999999,-0.8300000000000001,0,NULL,0,0,0,5.2431,0.5154,0,-3.132530120481927,0,5.43,2.8,0,6005500,0,0,-1.09,0,0.09,0,0,6541
34409,202409,155.66,206.64,21.16,1.45,0.33,7.09,103.7253315,3.729603729603729,6.3836,8.5814,14.689999999999998,25.529999999999998,0.9870551707666587,8.09400705052879,3.5156436589443514,9.534272748984952,1.0608594304246477,6.27,0.4763,1.0608594304246477,1.9968664316490403,12.194888941963217,115.33,14.72,40.22,10377600,7.09,209.35,7.359999999999999,0.519,136.16000000000003,-2.3431301157984086,0.07052186177715092,6600
34410,202409,201.32,201.2722,89.32,4.43,0,0.5,10.0850306,5.07035961581416,5.0012,6.6839,3.05,3.05,2236.3577777777778,65.99088524590164,2522.2222222222226,3388.8888888888887,0.0020102747375474648,-49.2447,0,0.0020102747375474648,-0.01639344262295082,3388.8888888888887,45.46,0,0,45077900,0.5,0.09,2.27,0,0.06,0.007996418979409132,0.1,6667
34413,202409,3.02,33.2233,0.58,0.06,0,33.09,334.4219169,2.8450428928222387,9.5463,7.2308,11.32,12.879999999999999,4.814971014492754,2.5794487577639753,75.94202898550724,114.78260869565217,0.03746335106960581,3.7193,0.5338,0.03746335106960581,2.1055900621118013,186.66666666666666,54.87,3.92,25.37,1583250,33.09,6.8999999999999995,5.239999999999999,0,0.52,0,0,6805
34415,202409,12.55,15.8151,23.55,1.33,0,1.2,21.1921892,3.1812725090036014,5.5153,7.2479,0.94,1.3900000000000001,2.494495268138801,11.37776978417266,8.359621451104102,16.561514195583594,0.38055222088835533,1.9094,0.3488,0.38055222088835533,2.345323741007194,21.924290220820193,9.690000000000001,0,3.38,4438324,1.2,6.34,0.53,0,3.62,0,0,6822
34420,202409,3.19,3.2881,6.57,8.61,0,0.44,0.3355506,50,130.9209,58.9799,0.52,0.51,3.2881,6.447254901960784,49,49,1.0204081632653061,10.2178,1.2422,1.0204081632653061,0.7450980392156863,51,0.3700000000000001,0,0.46,11034700,0.44,1,0.49,0,0.32,0,0,6932
34421,202409,19.59,94.2828,28.26,1.38,0,2.52,51.4665455,0.6986027944111776,4.9489,9.6252,8.78,10.11,0.3707104942397672,9.325697329376855,0.27523296504541345,1.0262257696693273,2.538223552894211,13.5571,5.405,2.538223552894211,7.179030662710188,3.9751503951558997,14.15,55.41,21.11,2753440,2.52,254.32999999999998,0.7,0,10.940000000000001,-1.1453392070484585,0,6935
34424,202409,105.2,131.76731,0,1.16,0,0,1.9210744,-2.5184541901867132,-1.5798,1.1915,-0.4900000000000003,3.79,1.0224824241483665,34.76710026385224,-2.7003957476526734,0.6363001474354001,0.9326241134751773,9.1948,0.4285,0.9326241134751773,7.010554089709764,2.9409482424148368,91.03999999999999,16.23,22.78,473877773,0,128.87,-3.4800000000000004,0,101.22999999999999,0,0,6986
34425,202409,56.43,77.611,0,0,0,0,-37.6048874,-27.935082872928174,42.6885,-176.1823,-6.140000000000001,-5.73,43.35810055865922,-13.544677137870854,-451.9553072625699,-345.25139664804476,0.06180939226519337,0.1242,-1.1838,0.06180939226519337,-3.696335078534031,-320.1117318435754,-18.01,21.31,0,5000600,0,1.79,-8.09,0,2.13,0,0,7012
34426,202409,73.74,75.3771,0,1.33,0,0,0.8483688,-0.6491164803461953,-0.6356,-0.6356,-0.35999999999999993,-0.35999999999999993,0,-209.38083333333336,0,0,0,20.8834,0,0,0.8888888888888891,0,55.36000000000001,0,0,652603000,0,0,-0.35999999999999993,0,0.04,0,0,7145
34427,202409,5.69,5.5175,315.83,0.77,0,0.06,24.4947677,0.12578616352201258,0.2422,0.3238,0.019999999999999997,0.019999999999999997,20.435185185185183,275.87500000000006,3.7037037037037033,7.407407407407406,0.033962264150943396,1.9352,0,0.033962264150943396,-1.0000000000000002,7.407407407407406,7.35,0,0,3000600,0.06,0.27,0.01,0,0.16,0,0,7157
34428,202409,5.49,5.0094,0,1.77,0,0,9.4042424,-0.18678892851078283,-3.4929,-0.1836,-0.11,-0.11,166.98000000000002,-45.54,-366.6666666666667,-366.6666666666667,0.0005094243504839531,23.908,17.9379,0.0005094243504839531,-484.54545454545456,-366.6666666666667,3.0999999999999996,0,55.67,3300000,0,0.03,-0.11,0,0.02,0,0,7161
34429,202409,38.66,48.1755,33.79,5.29,0,1.27,8.1116292,2.5355871886120998,13.9121,30.0716,5.390000000000001,5.7,0.6452652022502009,8.451842105263157,1.5269220466113047,2.652022502009108,1.6605871886120995,0.9688,1.1841,1.6605871886120995,1.6701754385964913,7.634610233056524,8.2,6.5,3.21,9008824,1.27,74.66,1.1400000000000001,0,6.040000000000001,-0.04811694784413949,0,7207
34430,202409,0.17,0.1539,0.29,0.1,0,8.21,25.1016764,2.5423728813559316,32.7022,3.7091,0.8200000000000001,0.8300000000000001,0.003005859375,0.18542168674698795,1.1132812499999998,1.50390625,2.2836752899197146,80.4015,11.704,2.2836752899197146,24.554216867469876,1.6210937500000002,1.74,0,20.4,694360,8.21,51.2,0.57,0,49.519999999999996,0,0,7276
34431,202409,625.08,636.2029,30.29,9.49,0,42.37,135.2083134,14.174850628390907,31.3372,29.5817,30.4,34.54,2.946475083364209,18.41930804863926,9.559095961467209,14.88514264542423,1.4828651878305061,2.9807,0.561,1.4828651878305061,0.3222350897510134,15.996665431641347,65.85,8.95,28,4870667,42.37,215.92000000000002,20.64,0,169.59,0.7538966451872531,0,7282
34434,202409,52.47,63.0536,151.89,1.15,0,0.18,23.7289372,0.5248163142899984,0.7646,2.8823,1.8199999999999998,4.7,1.8512507339988256,13.415659574468085,1.0275983558426305,7.985907222548443,0.5107212475633529,12.8767,0.3834,0.5107212475633529,2.2510638297872343,13.799177921315325,45.540000000000006,15.86,1.6,19192600,0.18,34.06,0.3499999999999999,0,28.3,-1.2019662683790215,0,7338
34435,202409,4.42,5.0637117,20.46,1.01,0,0.72,14.6153566,4.174573055028463,4.9146,6.3602,0.32999999999999996,0.31000000000000005,12.350516341463413,16.33455387096774,53.658536585365844,75.60975609756099,0.07779886148007592,0.2096,0.1498,0.07779886148007592,2.096774193548387,75.60975609756099,4.38,0.66,0,3000200,0.72,0.41000000000000003,0.22,0,0.04,1.0230000000000001,0,7349
34436,202409,8.3,8.1644,0,0,0,0,-3.1673199,-0.5617977528089887,18.3556,-0.415,-0.029999999999999992,0.15,9.605176470588235,54.42933333333334,-3.529411764705881,17.64705882352941,0.15917602996254684,4.5699,0,0.15917602996254684,-0.9333333333333335,17.64705882352941,-0.11000000000000121,0,0,6490159,0,0.8500000000000001,-0.029999999999999992,0,0.4,0,0,7370
34438,202409,62.78,65.5866,122.22,7.49,0,0.9,14.681393,2.292134831460674,6.1083,15.0008,1.9700000000000002,2.5700000000000003,1.1106960203217613,25.52007782101167,0.8636748518204911,3.031329381879763,2.653932584269663,1.8767,0.5713,2.653932584269663,1.0894941634241242,4.352243861134632,8.379999999999999,3.78,1,5707062,0.9,59.050000000000004,0.51,0,51.24,-2.01115688983796,0,7403
34442,202409,18.18,19.647,0,0.22,0,0,1.7446554,-0.2492353007816925,-0.2637,-0.2591,-0.21999999999999997,-0.21999999999999997,491.17499999999995,-89.30454545454546,-549.9999999999999,-549.9999999999999,0.0004531550923303501,4.0206,0.0178,0.0004531550923303501,-6.636363636363637,-549.9999999999999,83.46000000000001,0.38,1.1,478377000,0,0.04,-0.21999999999999997,0,0.12,0,0,7480
34445,202409,138.16,138.678,32.62,9.07,0,5.96,21.4374639,9.60086299892125,27.8071,37.9004,4.6899999999999995,4.880000000000001,2.322136637642331,28.417622950819666,5.961152042866711,8.154722036168788,1.6105717367853292,1.6983,0.0355,1.6105717367853292,0.10655737704918032,8.171466845277966,15.240000000000002,0.02,0.52,7107170,5.96,59.72,3.56,0,0.8500000000000001,49.82953555878021,0,7514
34448,202409,5.65,5.5999,0,0.85,0,0,10.2824885,-2.1037868162692845,-2.0894,-1.9527,-0.14,-0.14,0,-39.99928571428571,0,0,0,14.8436,0,0,0.35714285714285715,0,6.6499999999999995,0,0,6474600,0,0,-0.15,0,0.21000000000000002,0,0,7532
34449,202409,182.24,184.7198,5.92,1.36,0,44.58,193.3500605,21.906794734969758,23.0567,25.9362,34.71,34.9,2.5545540035956296,5.292830945558739,42.58055593970405,48.20909970958374,0.5144788331554606,387.9272,0.0019,0.5144788331554606,-0.034670487106017195,48.26441709307149,133.55,0.26,0,6906908,44.58,72.31,30.79,0,1.6800000000000002,0.0419181159958702,0,7578
34451,202409,3.12,16.028,3.96,0.32,0,0.79,9.7799398,7.459867799811143,8.0443,9.8163,1.05,1.0699999999999998,11.287323943661972,14.97943925233645,55.633802816901415,64.7887323943662,0.13408876298394712,6.4596,0.0822,0.13408876298394712,0.6728971962616824,75.35211267605632,9.77,0,0.8,9974500,0.79,1.42,0.79,0,0.26,0,0,7608
34452,202409,17.4,15.3584,37.18,1.4,0,0.45,11.9333654,-1.850362027353178,3.7435,3.8475,-0.22999999999999998,-0.19,1.1041265276779295,-80.83368421052631,-1.6534867002156721,-1.3659237958303379,1.1190667739340305,267.9221,0,1.1190667739340305,10.736842105263158,-1.3659237958303379,12.41,0,0,10400000,0.45,13.91,-0.23,0,0.44,0.507,0,7645
34457,202409,23.4,23.854,0,0.75,0,0,28.4856494,-2.425036867114534,-4.7115,-5.5939,-1.7800000000000002,-0.96,15.902666666666667,-24.847916666666666,-98.66666666666667,-66,0.024578076355890544,0.62,0.018,0.024578076355890544,-0.47916666666666663,-64,31.36,0,0.57,11012900,0,1.5,-1.48,0,1.75,0,0,7793
34458,202409,28.09,40.3731,21.63,0.91,0,0.8,19.0033501,2.496613121734082,4.1827,6.6812,3.25,4.24,1.5612180974477958,9.52195754716981,4.9883990719257545,10.05413766434648,0.5004838397522741,11.9632,0.5741,0.5004838397522741,2.874999999999999,16.39597834493426,30.86,3.52,14.2,16238400,0.8,25.86,1.29,0,9.29,0.6121698113207551,0,7809
34459,202409,49.99,49.9195,0,0.82,0.24,0,10.1728584,-2.799712849964107,-3.0536,-2.5307,-0.33000000000000007,-0.27,31.999679487179485,-184.88703703703703,-25.000000000000007,-17.307692307692307,0.11198851399856426,15.0337,0,0.11198851399856426,0.25925925925925924,-17.307692307692307,13.030000000000001,0,0,59939250,0,1.56,-0.3900000000000001,0,0.24,0,0,7917
